f,mag,re,im
725,69.69049952,65.763609,23.063249
726,51.05615788,-17.017979,48.136469
727,45.35890774,-38.337013,24.242606
728,94.74895911,-52.868215,78.627712
729,109.6613123,-75.805132,79.241311
730,192.7541491,-157.063935,111.736665
731,154.8157616,-63.094465,141.375417
732,214.3705694,-150.615423,152.544208
733,208.9436899,-90.627178,188.266248
734,211.1879853,-112.338628,178.83064
735,188.6284924,-6.071797,188.530744
736,224.0707674,27.7624,222.344233
737,223.3611423,34.758054,220.640154
738,229.1086408,80.431467,214.526335
739,244.6040854,96.396183,224.808662
740,192.5819325,82.370988,174.077055
741,166.4214792,84.816974,143.185857
742,135.8537602,72.668397,114.784791
743,99.71382412,60.140292,79.536105
744,87.0216284,49.315581,71.698935
745,52.62090985,10.540226,51.554474
746,35.24177309,7.753337,34.378312
747,63.49959139,-43.730754,46.041495
748,84.75110815,-67.893581,50.726837
749,73.39921758,-69.321544,24.124027
750,104.9817329,-96.131639,42.188532
751,157.4132348,-115.789657,106.638088
752,198.9958637,-97.916453,173.238916
753,171.6447305,-58.01252,161.543991
754,182.2393132,-61.932038,171.393086
755,178.0198745,-21.870618,176.67131
756,214.7437824,-57.825575,206.811738
757,213.5478469,32.084467,211.123826
758,191.3630686,47.930277,185.26336
759,208.4422082,85.099892,190.27917
760,184.4367988,105.777421,151.089609
761,196.7125105,108.152136,164.313503
762,114.1192896,77.238092,84.008865
763,109.2816671,89.352042,62.918164
764,95.93905556,58.243097,76.236763
765,24.00342612,-21.846,9.94569
766,37.41113869,0.238257,37.41038
767,26.21873979,-18.44087,18.637506
768,80.03683681,-69.190879,40.230803
769,94.80134906,-69.340865,64.64627
770,159.9838613,-131.773452,90.722617
771,152.0675879,-126.022548,85.105045
772,229.2206498,-128.534753,189.79179
773,179.38512,-103.132543,146.774316
774,209.6204103,-37.653785,206.210836
775,154.3955343,-28.698481,151.704905
776,184.4925069,-27.365761,182.451638
777,196.4415335,16.006764,195.788303
778,207.1609343,54.624149,199.829565
779,224.566055,38.810895,221.186861
780,205.2383789,31.180788,202.855985
781,120.5507775,24.511227,118.032579
782,95.53886265,24.272289,92.404168
783,90.80557498,62.030798,66.316156
784,50.67662723,34.140822,37.450298
785,19.92286297,-1.700814,19.850131
786,51.37135466,2.979801,51.28486
787,56.51373947,-51.416626,23.454921
788,80.69786438,-74.881866,30.080749
789,135.8839873,-134.972373,15.713578
790,150.1413209,-146.55528,32.618494
791,66.07676744,-65.88502,5.030242
792,478.5109006,-65.819704,473.962497
793,77.96049135,-56.486285,53.732093
794,122.5620895,-35.488325,117.311741
795,153.3680999,-7.277575,153.195336
796,133.1818511,38.587891,127.469134
797,190.9074446,56.873794,182.23892
798,164.4615286,63.391848,151.753313
799,198.000643,120.293953,157.269258
800,113.5829758,50.756588,101.611324
801,162.2520118,107.86272,121.207875
802,117.3753995,93.665768,70.736895
803,102.4254135,91.80629,45.415531
804,95.92997135,68.291323,67.371022
805,85.52919283,52.028681,67.88416
806,51.51455643,-14.530641,49.422768
807,39.07390519,-14.17117,36.413569
808,55.34830545,-49.899598,23.94713
809,89.79157551,-81.937027,36.726702
810,113.0685925,-87.357302,71.785851
811,116.4222169,-64.909458,96.648305
812,130.0171505,-46.498633,121.418024
813,176.8086118,-62.196929,165.507786
814,173.0644853,-46.729123,166.636446
815,155.4720454,-51.960576,146.532097
816,129.1667484,-21.8838,127.299443
817,172.0714447,25.96591,170.10101
818,166.471311,70.292909,150.902632
819,187.2102978,88.492278,164.975187
820,181.3092947,91.178822,156.714654
821,122.4166477,62.823019,105.06714
822,146.940902,108.74405,98.824897
823,82.91968515,64.197921,52.481436
824,70.16559644,18.829298,67.591926
825,54.60074248,52.708601,14.249367
826,23.11683563,-23.044862,1.822752
827,13.72288448,13.708551,-0.627047
828,79.85326913,-15.280697,78.377579
829,93.06985226,-33.866077,86.689597
830,137.8938479,-126.810359,54.16499
831,159.2846241,-131.637882,89.683106
832,122.8346162,-96.632231,75.832413
833,136.0542755,-58.636105,122.770408
834,139.5331569,-59.610749,126.15887
835,146.5041535,17.533606,145.451159
836,140.2293611,-6.989234,140.055076
837,135.8861422,15.896578,134.953112
838,157.305941,57.098949,146.577178
839,170.447421,52.301017,162.224927
840,112.4749279,52.822282,99.299627
841,153.9591906,97.935541,118.794201
842,113.5416881,73.873701,86.222916
843,78.20267399,63.15543,46.119951
844,49.41432322,5.256565,49.133938
845,40.5289275,11.382734,38.897652
846,8.565235891,-7.66366,3.825125
847,8.252148906,6.043352,5.61924
848,47.28859092,-46.55773,8.281824
849,57.6634237,-41.792204,39.730116
850,70.63412051,-57.919153,40.429577
851,121.2268275,-83.300987,88.073204
852,115.0559116,-73.541277,88.484707
853,117.4100752,-32.646718,112.779952
854,112.4067509,-36.478829,106.322964
855,136.8111683,-47.438749,128.323267
856,145.8897013,-24.593146,143.801885
857,145.144589,12.881299,144.571864
858,155.5984018,73.683805,137.04583
859,149.2885636,83.99323,123.41885
860,164.760209,100.778107,130.344542
861,122.1578569,93.764856,78.298747
862,161.4562962,121.775034,106.01404
863,84.2506466,48.328646,69.010966
864,49.66662992,4.617092,49.451558
865,11.64313792,-6.567154,9.61432
866,23.22779813,1.537138,-23.176881
867,24.19728118,-23.058075,7.337138
868,45.54810648,-44.873678,7.809163
869,46.1633322,-35.14197,29.934849
870,76.10507274,-66.976288,36.140821
871,115.0636501,-61.137721,97.477293
872,70.64009268,-26.621553,65.431763
873,133.0706482,15.440499,132.171814
874,101.4639731,-1.206723,101.456797
875,142.8659109,17.200274,141.826722
876,181.5124026,54.977283,172.986273
877,193.0059037,59.395642,183.63942
878,191.9103708,72.517927,177.681571
879,180.569349,61.74005,169.686346
880,192.4848652,88.425836,170.97162
881,127.7208415,34.566848,122.954245
882,118.5987686,69.159054,96.346734
883,52.41269415,-29.131326,43.571279
884,64.80662911,48.705174,42.751669
885,27.64425732,-4.407913,27.290571
886,39.74790289,-35.237087,-18.391397
887,31.11670341,-29.298837,10.479856
888,52.40514545,-37.817128,36.278976
889,81.23987635,-75.541378,29.890094
890,97.32171287,-74.199208,62.976133
891,110.651736,-108.124353,23.514484
892,112.0857608,-106.544778,34.805575
893,119.6083862,-21.154801,117.722727
894,129.9663909,-54.403861,118.031702
895,106.1989867,-19.919169,104.314196
896,124.4755695,16.455447,123.383085
897,154.1885638,18.20523,153.110035
898,95.91564297,36.312658,88.776131
899,107.8702266,60.637214,89.213867
900,100.7382264,79.689575,61.625984
901,103.0077004,58.582332,84.72719
902,66.24156029,44.074946,49.450414
903,71.98928732,65.729402,29.361594
904,96.59682944,87.400723,41.13467
905,25.79969119,2.249969,25.701395
906,9.220644595,8.611863,3.29486
907,41.030813,-37.375376,-16.929527
908,47.13993285,-46.542422,7.481726
909,66.23205555,-47.848417,45.795351
910,48.36674118,-44.507502,18.932087
911,87.49834937,-56.946396,66.430935
912,82.66825252,-55.34726,61.406195
913,107.2665138,-67.333702,83.500165
914,112.5469746,-48.361095,101.626896
915,105.6215202,-39.669265,97.888993
916,122.4771113,-5.625708,122.347841
917,89.32321049,-12.141938,88.49412
918,77.7553053,40.243352,66.530896
919,146.7387351,96.404273,110.62763
920,111.6797952,94.739654,59.133532
921,113.6144595,69.793298,89.650103
922,54.37873212,39.72298,37.136658
923,74.31993827,53.371954,51.719317
924,66.52011173,-5.268521,66.311145
925,31.58487687,30.21426,9.20342
926,32.24362902,-29.686537,12.584162
927,24.54337969,6.932987,23.543814
928,35.25699159,-7.4671,34.457189
929,54.80865516,-33.102746,43.682913
930,94.81749019,-82.767116,46.259712
931,57.6736893,-40.851234,40.71156
932,102.3827229,-72.492954,72.29795
933,126.9310927,-63.457642,109.930114
934,113.9758628,-47.082254,103.796718
935,136.7762904,-35.893443,131.982629
936,101.296777,-10.916576,100.706829
937,78.5219793,28.294548,73.246978
938,109.9137156,23.920802,107.279169
939,110.64613,48.481919,99.458884
940,69.37647667,24.220986,65.011071
941,76.72790269,38.9208,66.12369
942,78.90236194,37.55347,69.392504
943,62.1256414,61.287338,10.171407
944,39.34516892,32.117712,22.726524
945,21.04612329,8.818623,19.109453
946,31.95459501,26.16931,18.337485
947,27.18657381,-23.789231,-13.159874
948,79.86007983,-61.482503,50.96601
949,89.24831022,-89.219497,2.267649
950,94.3191598,-88.878735,31.57015
951,115.3458724,-64.554551,95.589645
952,107.6500804,-67.737852,83.666739
953,117.8228643,-75.656842,90.32314
954,121.7094738,-45.237561,112.990084
955,81.7317951,-7.628547,81.375006
956,107.2932333,-15.285066,106.198892
957,114.8892442,17.368551,113.568798
958,98.82913733,34.458354,92.627319
959,121.3990352,53.863258,108.795566
960,141.42437,70.686529,122.491906
961,100.4480394,35.538928,93.951015
962,57.65256259,8.409863,57.035885
963,71.27538065,42.731519,57.045571
964,0.945941662,0.675162,-0.662542
965,42.80251001,-28.408567,32.015749
966,30.38562611,12.250714,-27.806587
967,46.38369493,-17.73644,-42.858673
968,290.8959708,2.961546,290.880895
969,39.60473047,-24.626359,-31.017368
970,17.35969466,-10.559993,-13.778445
971,23.20723006,-21.569153,-8.564296
972,107.9705337,-18.305658,106.40742
973,95.66554826,-11.533972,94.967703
974,90.56123058,-30.391368,85.309444
975,113.2491392,-35.710947,107.471372
976,106.2868591,14.278159,105.323457
977,82.07844748,-4.760881,81.940256
978,122.6021183,18.823393,121.148501
979,111.7474911,35.258777,106.03924
980,130.8134084,74.335493,107.640059
981,103.5792196,81.890181,63.424388
982,129.6622846,123.007886,41.004488
983,66.67117877,57.113443,34.396231
984,37.12492259,36.164456,8.389994
985,36.17119316,36.093053,-2.376287
986,40.94770691,27.778,-30.084837
987,34.32483325,-31.14562,-14.427215
988,8.098203357,-1.448786,-7.967554
989,52.63587766,-48.007784,21.582129
990,107.165033,-103.485399,27.840914
991,44.86505987,-33.640212,29.685177
992,78.40525735,-64.140396,45.09317
993,81.47668269,-34.859876,73.642643
994,86.63449278,-61.201416,61.318203
995,97.51072791,-32.991615,91.759988
996,122.1525245,-6.208097,121.994667
997,92.85241139,2.675872,92.813846
998,106.6464296,5.690012,106.494529
999,110.3672176,-20.715039,108.405765
1000,76.83771091,40.381864,65.37078
1001,91.07235252,56.220759,71.647747
1002,74.73766735,42.576742,61.424262
1003,51.92725738,44.272971,27.135661
1004,30.05764701,27.389629,-12.380241
1005,22.82409347,19.421177,11.989876
1006,18.62774203,-5.205431,-17.885644
1007,48.27712452,-39.586743,27.63278
1008,32.09770662,-31.794215,-4.403483
1009,50.08087994,-35.472172,35.352787
1010,51.75686697,-45.883672,23.947065
1011,81.07723523,-66.96939,45.70141
1012,61.74410573,-33.091338,52.127708
1013,106.8491087,-53.627103,92.416805
1014,135.8471127,-41.172328,129.457628
1015,114.042534,-30.332882,109.934598
1016,112.5947097,1.665027,112.582398
1017,74.88177153,-7.020835,74.551912
1018,37.64938231,11.329729,35.904223
1019,101.6992299,59.498418,82.47831
1020,66.37587172,63.341874,19.838431
1021,93.62291653,78.267375,51.375758
1022,88.06652055,75.003102,46.154596
1023,36.18052665,31.31491,18.122001
1024,41.77362573,21.193132,35.99843
1025,23.31902324,15.893955,17.063383
1026,22.47458068,-20.035053,-10.183488
1027,19.41602963,-19.228917,-2.689044
1028,22.43474155,-21.931769,-4.72389
1029,77.50582351,-76.026853,15.068852
1030,35.69779556,-20.650464,29.118567
1031,47.85846335,-40.641591,25.272388
1032,60.09134659,-60.09061,0.297532
1033,84.41600214,-24.913323,80.655984
1034,61.42813675,-32.03597,52.412905
1035,47.98279499,1.983881,47.941765
1036,66.54076409,7.649249,66.099639
1037,75.83471284,29.902481,69.690353
1038,66.07686532,4.349141,65.933581
1039,136.2976991,63.613709,120.541938
1040,105.3387618,74.887126,74.082205
1041,92.75625673,63.19947,67.893668
1042,23.09250354,22.061524,6.822967
1043,14.73277973,7.050792,12.93604
1044,47.008248,31.81394,34.60706
1045,21.35343087,17.172747,12.691169
1046,23.73768669,-9.56277,21.726279
1047,66.97285036,-65.650805,-13.241393
1048,34.55520578,-27.113766,-21.42209
1049,52.74839342,-52.457186,5.535038
1050,51.01227656,-50.988278,1.564566
1051,6.048144612,-4.924082,3.511904
1052,48.8970862,-26.070406,41.367366
1053,63.05917727,-7.483729,62.613526
1054,110.028582,-23.593277,107.46928
1055,86.47469424,5.539311,86.297096
1056,106.9787826,31.499377,102.236242
1057,137.1698637,33.236128,133.082423
1058,71.75453413,-3.855459,71.65088
1059,56.06203068,25.056756,50.150875
1060,90.06312298,37.489981,81.889361
1061,32.45128978,31.881491,6.054481
1062,36.93242536,28.739253,23.196107
1063,45.33748283,44.719089,7.462602
1064,43.71648107,42.442987,-10.474902
1065,21.47689549,15.005677,15.365113
1066,41.09663249,-16.579709,-37.603809
1067,36.12452788,-18.377111,31.100857
1068,48.43780862,-48.416327,1.442423
1069,54.20766135,-52.76524,-12.421755
1070,75.83674143,-55.648713,51.521181
1071,56.68288365,-40.8166,39.331342
1072,107.3389209,-66.404945,84.332836
1073,66.42647822,-45.214093,48.663773
1074,76.48422385,6.385047,76.21724
1075,54.02799869,-3.646988,53.904769
1076,65.91834906,14.649564,64.269892
1077,88.24711072,52.015855,71.28747
1078,92.9462639,36.332395,85.55095
1079,129.3035704,96.943147,85.565411
1080,101.8452377,61.9244,80.856794
1081,93.94946593,62.168278,70.438678
1082,25.60222771,-3.634363,25.342957
1083,48.43247602,46.159404,-14.663361
1084,50.37610728,-13.647653,48.492203
1085,32.76960839,23.958041,-22.357538
1086,40.55466795,31.941747,-24.988115
1087,48.14603003,-35.751642,32.246865
1088,21.52233668,-20.093688,7.710686
1089,55.82621506,-55.573401,5.306919
1090,53.7086708,-48.434453,-23.210452
1091,108.0660719,-98.635387,44.151289
1092,57.56202264,-37.532045,43.643236
1093,20.87074366,-19.509275,7.414589
1094,92.68639301,-36.647194,85.133722
1095,86.17733916,-35.13248,78.690804
1096,53.985129,25.121634,47.783864
1097,54.27698758,15.758081,51.93914
1098,54.23097953,22.304647,49.43179
1099,38.25431515,22.928802,30.621278
1100,48.26955033,42.80786,22.303287
1101,12.93922971,12.908138,-0.896459
1102,44.75407476,44.673162,-2.689945
1103,29.0928917,21.79612,19.269808
1104,18.26523096,2.712923,-18.062633
1105,24.98664068,12.58762,21.584347
1106,49.38460461,43.424454,23.519268
1107,33.80729563,-18.324965,-28.410014
1108,45.41178443,-34.893419,29.06337
1109,60.94060764,-44.711385,41.408329
1110,42.20854969,-40.928829,10.31468
1111,29.37319563,-9.854969,27.670638
1112,61.93478941,-41.759333,45.73922
1113,66.22742535,-52.093833,40.893819
1114,85.96282643,-43.388052,74.209733
1115,92.09938093,-63.486007,66.721982
1116,93.98625919,7.036248,93.722506
1117,113.4623324,10.158227,113.006687
1118,83.6445818,55.717476,62.385727
1119,38.50213277,10.315497,37.094538
1120,35.66878256,16.667964,31.534759
1121,59.16571598,52.081718,28.072702
1122,77.56953615,77.24208,7.119973
1123,61.33952753,44.411274,42.310476
1124,53.5829336,36.582484,39.151662
1125,35.1562622,32.646006,13.046113
1126,55.17166869,-42.451241,-35.239256
1127,73.52247404,-71.505249,-17.104197
1128,63.91580631,-3.913451,63.795887
1129,53.02449962,-30.976746,43.03532
1130,82.19235839,-81.169237,12.928215
1131,55.611674,-53.257316,16.00989
1132,87.89698814,-83.451388,27.599753
1133,55.47597258,-44.815168,32.698383
1134,49.39183949,21.998567,44.222357
1135,69.05301883,9.424855,68.406809
1136,101.3346968,26.397802,97.835969
1137,48.91502136,32.653232,36.420403
1138,94.63551601,49.0083,80.957195
1139,55.32760029,3.743828,55.200789
1140,55.09512053,27.33675,47.834866
1141,21.80837842,-15.130589,15.705752
1142,23.57443368,23.271609,-3.766449
1143,49.8512914,49.835756,1.244459
1144,266.4153636,49.067037,261.857923
1145,38.65476383,37.934835,7.425568
1146,18.8438972,17.424019,-7.176073
1147,26.41132595,17.691091,-19.610799
1148,14.86467334,1.926737,-14.739274
1149,40.59519396,-40.594638,0.212458
1150,59.25995016,-48.802331,33.616576
1151,113.2227307,-66.293434,91.785442
1152,90.15568959,-65.3902,62.065853
1153,57.02051222,-49.571409,28.178258
1154,73.32365808,-11.446634,72.424674
1155,32.132409,-14.872924,28.483115
1156,55.86362367,1.665326,55.838796
1157,41.23050943,-1.388971,41.207107
1158,70.30912665,47.546105,51.795185
1159,60.93862748,30.76905,52.600208
1160,100.25574,65.503544,75.897952
1161,68.75143821,59.145634,35.050738
1162,67.42840097,51.483385,43.54366
1163,51.21628005,43.904094,26.373052
1164,59.30433945,38.814372,-44.838033
1165,10.86916955,-2.808238,-10.500126
1166,9.060851928,-1.088974,8.995175
1167,24.44317065,-16.639168,-17.905493
1168,48.37029263,-48.32983,-1.978065
1169,41.26892714,-32.16638,-25.854368
1170,49.76969332,-49.651226,3.431928
1171,40.9872955,-17.049679,37.27287
1172,72.42052356,-47.82517,54.382767
1173,82.2439933,-20.956261,79.5293
1174,58.37693776,-32.456882,48.522342
1175,83.33378218,-3.741129,83.249764
1176,63.39819417,9.801488,62.635947
1177,40.05017774,38.552921,10.848457
1178,62.11128529,51.304547,35.009359
1179,76.07921989,52.581315,54.984116
1180,62.00832342,41.957179,45.657719
1181,49.56259313,48.034002,12.214143
1182,18.49437403,14.737251,-11.173867
1183,22.31007176,21.014301,7.49256
1184,33.15601961,14.375114,-29.877713
1185,31.37848235,31.316715,1.967871
1186,40.14268027,-34.842416,-19.935918
1187,13.80689017,10.945224,-8.416192
1188,42.58094623,-30.086875,-30.13166
1189,33.67518794,-20.828914,26.460813
